employee_id,project_name,project_type,project_role,project_client,project_value,project_status,kt_successor,kt_successor_role,kt_start_date,kt_target_date,kt_overall_progress,kt_items,a360_overall,a360_benchmark,a360_period,a360_sources,a360_criteria,a360_strengths,a360_needs_dev,a360_manager_note,training_hours,last_promotion_year,updated_at
a3d747e6-c258-4e49-bdc6-28986cb2d50c,"Sustainability Initiative","Hành chính",Member,"Khách hàng B","7B VNĐ",active,,,,,20,[],3.30,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.3}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.4}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.2}]","[{""label"": ""Lãnh đạo"", ""score"": 3.7}, {""label"": ""Giao tiếp"", ""score"": 3.1}, {""label"": ""Làm việc nhóm"", ""score"": 3.7}]","[""Hỗ trợ nhóm"", ""Đáng tin cậy""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",56,2024,"2026-04-24 14:19:16.763731+00"
d9168838-8a23-4235-b4e5-12d55b5b1b95,"Sustainability Initiative","Hành chính",Member,"Khách hàng A","3B VNĐ",active,,,,,1,[],3.70,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 4.1}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.7}, {""role"": ""Cấp dưới"", ""score"": 3.8}]","[{""label"": ""Lãnh đạo"", ""score"": 2.7}, {""label"": ""Giao tiếp"", ""score"": 4.4}, {""label"": ""Làm việc nhóm"", ""score"": 3.4}]","[""Giải quyết vấn đề"", ""Hỗ trợ nhóm""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",114,2021,"2026-04-24 14:19:16.763731+00"
4fc596c2-4455-4445-b7bc-6e4efc01e3c8,"WMS Upgrade","Công nghệ",Member,"Đối tác C","22B VNĐ",completed,,,,,45,[],3.30,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 4.2}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.3}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.7}]","[{""label"": ""Lãnh đạo"", ""score"": 4.9}, {""label"": ""Giao tiếp"", ""score"": 4.1}, {""label"": ""Làm việc nhóm"", ""score"": 3.9}]","[""Giải quyết vấn đề"", ""Sáng tạo""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",53,2024,"2026-04-24 14:19:16.763731+00"
b37825f1-9c13-494d-963e-f0724cf62333,"Market Expansion HAN","Vận hành",Sponsor,"Khách hàng B","26B VNĐ",completed,,,,,28,[],4.10,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 4.9}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.1}, {""role"": ""Cấp dưới"", ""score"": 3.1}]","[{""label"": ""Lãnh đạo"", ""score"": 3.0}, {""label"": ""Giao tiếp"", ""score"": 4.8}, {""label"": ""Làm việc nhóm"", ""score"": 3.4}]","[""Kỹ năng kỹ thuật"", ""Sáng tạo""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",114,2020,"2026-04-24 14:19:16.763731+00"
fabcf54f-7065-4c18-8821-01a428ca1fe5,"ERP Migration","Vận hành",Sponsor,"Đối tác C","19B VNĐ",active,,,,,33,[],4.70,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.0}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.5}, {""role"": ""Cấp dưới"", ""score"": 3.9}]","[{""label"": ""Lãnh đạo"", ""score"": 3.9}, {""label"": ""Giao tiếp"", ""score"": 4.0}, {""label"": ""Làm việc nhóm"", ""score"": 4.4}]","[""Kỹ năng kỹ thuật"", ""Giải quyết vấn đề""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",90,2024,"2026-04-24 14:19:16.763731+00"
808f8482-4028-47be-b9c0-e6ddab448149,"Market Expansion HAN","Vận hành",Sponsor,"Đối tác C","49B VNĐ",planning,,,,,6,[],4.40,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.3}, {""role"": ""Cấp dưới"", ""score"": 4.9}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.9}]","[{""label"": ""Lãnh đạo"", ""score"": 3.2}, {""label"": ""Giao tiếp"", ""score"": 3.9}, {""label"": ""Làm việc nhóm"", ""score"": 3.4}]","[""Giải quyết vấn đề"", ""Đáng tin cậy""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",60,2019,"2026-04-24 14:19:16.763731+00"
ab419460-faeb-43cc-abc2-81f1f2744433,"Digital Transformation","Kinh doanh",Lead,"Khách hàng A","11B VNĐ",planning,,,,,78,[],3.50,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.7}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.9}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.7}]","[{""label"": ""Lãnh đạo"", ""score"": 4.7}, {""label"": ""Giao tiếp"", ""score"": 4.8}, {""label"": ""Làm việc nhóm"", ""score"": 3.3}]","[""Sáng tạo"", ""Hỗ trợ nhóm""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",39,2023,"2026-04-24 14:19:16.763731+00"
f3d58f37-6564-495b-89c7-78db83a11cbd,"CRM Implementation","Công nghệ",Member,"Khách hàng B","26B VNĐ",planning,,,,,13,[],3.00,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.5}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.4}, {""role"": ""Cấp dưới"", ""score"": 3.5}]","[{""label"": ""Lãnh đạo"", ""score"": 3.7}, {""label"": ""Giao tiếp"", ""score"": 3.1}, {""label"": ""Làm việc nhóm"", ""score"": 4.4}]","[""Kỹ năng kỹ thuật"", ""Hỗ trợ nhóm""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",21,2022,"2026-04-24 14:19:16.763731+00"
3e0655c2-7563-4ade-8950-2748e5832fc4,"Sustainability Initiative","Hành chính",Sponsor,"Khách hàng B","16B VNĐ",planning,,,,,7,[],3.30,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.4}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.2}, {""role"": ""Cấp dưới"", ""score"": 4.8}]","[{""label"": ""Lãnh đạo"", ""score"": 4.8}, {""label"": ""Giao tiếp"", ""score"": 4.5}, {""label"": ""Làm việc nhóm"", ""score"": 4.1}]","[""Đáng tin cậy"", ""Kỹ năng kỹ thuật""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",50,2019,"2026-04-24 14:19:16.763731+00"
e31355a8-efe0-44f8-ab91-cd9ce3e505b3,"CRM Implementation","Vận hành",Lead,"Khách hàng A","35B VNĐ",completed,,,,,58,[],3.50,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.2}, {""role"": ""Cấp dưới"", ""score"": 4.4}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.9}]","[{""label"": ""Lãnh đạo"", ""score"": 4.2}, {""label"": ""Giao tiếp"", ""score"": 3.3}, {""label"": ""Làm việc nhóm"", ""score"": 3.1}]","[""Đáng tin cậy"", ""Giải quyết vấn đề""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",112,2022,"2026-04-24 14:19:16.763731+00"
29d30b47-5163-4fc3-aaf2-32f8c61546ea,"ISO Certification","Hành chính",Lead,"Đối tác C","42B VNĐ",planning,,,,,88,[],4.30,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.8}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.2}, {""role"": ""Cấp dưới"", ""score"": 4.7}]","[{""label"": ""Lãnh đạo"", ""score"": 4.8}, {""label"": ""Giao tiếp"", ""score"": 3.4}, {""label"": ""Làm việc nhóm"", ""score"": 3.5}]","[""Kỹ năng kỹ thuật"", ""Đáng tin cậy""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",89,2020,"2026-04-24 14:19:16.763731+00"
f2799ca8-5006-493a-a07f-27872754cb06,"AI Forecasting","Hành chính",Member,"Khách hàng B","33B VNĐ",active,,,,,23,[],3.30,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.6}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.2}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.4}]","[{""label"": ""Lãnh đạo"", ""score"": 3.5}, {""label"": ""Giao tiếp"", ""score"": 4.5}, {""label"": ""Làm việc nhóm"", ""score"": 3.6}]","[""Đáng tin cậy"", ""Sáng tạo""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",82,2020,"2026-04-24 14:19:16.763731+00"
7199fb07-11df-42ce-a8bb-66faa6e4b4e8,"CRM Implementation","Công nghệ",Member,"Nội bộ","9B VNĐ",active,,,,,11,[],3.90,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 4.9}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.1}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.4}]","[{""label"": ""Lãnh đạo"", ""score"": 5.0}, {""label"": ""Giao tiếp"", ""score"": 4.1}, {""label"": ""Làm việc nhóm"", ""score"": 4.6}]","[""Hỗ trợ nhóm"", ""Giải quyết vấn đề""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",29,2022,"2026-04-24 14:19:16.763731+00"
47832baf-09a5-41e4-a04e-1800e4992023,"ERP Migration","Hành chính",Sponsor,"Nội bộ","41B VNĐ",active,,,,,76,[],4.70,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.2}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.2}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.5}]","[{""label"": ""Lãnh đạo"", ""score"": 3.4}, {""label"": ""Giao tiếp"", ""score"": 4.2}, {""label"": ""Làm việc nhóm"", ""score"": 4.5}]","[""Giải quyết vấn đề"", ""Kỹ năng kỹ thuật""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",42,2020,"2026-04-24 14:19:16.763731+00"
3fd311e5-98f7-4fc7-a87f-67ea7d74b0ff,"Digital Transformation","Hành chính",Sponsor,"Khách hàng A","15B VNĐ",planning,,,,,58,[],4.80,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.7}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.6}, {""role"": ""Cấp dưới"", ""score"": 3.3}]","[{""label"": ""Lãnh đạo"", ""score"": 3.4}, {""label"": ""Giao tiếp"", ""score"": 3.8}, {""label"": ""Làm việc nhóm"", ""score"": 3.6}]","[""Đáng tin cậy"", ""Kỹ năng kỹ thuật""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",44,2024,"2026-04-24 14:19:16.763731+00"
5755926d-5c91-40a7-a014-1dd3ff5b0e7f,"ERP Migration","Vận hành",Member,"Khách hàng B","19B VNĐ",completed,,,,,56,[],4.40,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 4.0}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.2}, {""role"": ""Cấp dưới"", ""score"": 3.7}]","[{""label"": ""Lãnh đạo"", ""score"": 3.2}, {""label"": ""Giao tiếp"", ""score"": 3.0}, {""label"": ""Làm việc nhóm"", ""score"": 3.3}]","[""Đáng tin cậy"", ""Kỹ năng kỹ thuật""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",107,2021,"2026-04-24 14:19:16.763731+00"
17151384-2f76-4483-a8af-19b9fad566af,"WMS Upgrade","Kinh doanh",Member,"Đối tác C","32B VNĐ",completed,,,,,79,[],4.20,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.3}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.4}, {""role"": ""Cấp dưới"", ""score"": 4.9}]","[{""label"": ""Lãnh đạo"", ""score"": 4.0}, {""label"": ""Giao tiếp"", ""score"": 3.6}, {""label"": ""Làm việc nhóm"", ""score"": 3.5}]","[""Sáng tạo"", ""Kỹ năng kỹ thuật""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",80,2021,"2026-04-24 14:19:16.763731+00"
0d7c2088-d8aa-4f54-84fd-446f96f2b967,"Digital Transformation","Kinh doanh",Member,"Nội bộ","27B VNĐ",active,,,,,51,[],3.30,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.3}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.2}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.1}]","[{""label"": ""Lãnh đạo"", ""score"": 3.4}, {""label"": ""Giao tiếp"", ""score"": 4.5}, {""label"": ""Làm việc nhóm"", ""score"": 3.3}]","[""Hỗ trợ nhóm"", ""Đáng tin cậy""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",29,2021,"2026-04-24 14:19:16.763731+00"
ceeafa62-beca-4fbf-9514-039445cdfe26,"Sustainability Initiative","Vận hành",Sponsor,"Khách hàng B","49B VNĐ",planning,,,,,89,[],3.40,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.5}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.3}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.6}]","[{""label"": ""Lãnh đạo"", ""score"": 4.1}, {""label"": ""Giao tiếp"", ""score"": 3.3}, {""label"": ""Làm việc nhóm"", ""score"": 4.2}]","[""Đáng tin cậy"", ""Sáng tạo""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",75,2022,"2026-04-24 14:19:16.763731+00"
8d420f57-c4af-43aa-928d-17e088cae7e6,"WMS Upgrade","Kinh doanh",Lead,"Khách hàng B","7B VNĐ",active,,,,,26,[],3.70,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.1}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.1}, {""role"": ""Cấp dưới"", ""score"": 4.7}]","[{""label"": ""Lãnh đạo"", ""score"": 3.1}, {""label"": ""Giao tiếp"", ""score"": 4.7}, {""label"": ""Làm việc nhóm"", ""score"": 3.1}]","[""Giải quyết vấn đề"", ""Sáng tạo""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",32,2020,"2026-04-24 14:19:16.763731+00"
e9c96149-cd44-4300-9301-c9549822d40b,"WMS Upgrade","Kinh doanh",Lead,"Khách hàng B","35B VNĐ",active,,,,,55,[],3.70,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 5.0}, {""role"": ""Cấp dưới"", ""score"": 3.6}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.0}]","[{""label"": ""Lãnh đạo"", ""score"": 4.4}, {""label"": ""Giao tiếp"", ""score"": 3.2}, {""label"": ""Làm việc nhóm"", ""score"": 3.7}]","[""Hỗ trợ nhóm"", ""Giải quyết vấn đề""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",59,2021,"2026-04-24 14:19:16.763731+00"
5d03b169-2dcc-41bc-84c5-632edba657d2,"Digital Transformation","Công nghệ",Lead,"Đối tác C","12B VNĐ",planning,,,,,64,[],4.70,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.5}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.6}, {""role"": ""Cấp dưới"", ""score"": 3.7}]","[{""label"": ""Lãnh đạo"", ""score"": 4.3}, {""label"": ""Giao tiếp"", ""score"": 3.8}, {""label"": ""Làm việc nhóm"", ""score"": 3.8}]","[""Kỹ năng kỹ thuật"", ""Đáng tin cậy""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",35,2023,"2026-04-24 14:19:16.763731+00"
9518912a-c13d-4d18-92ac-882f5e685aa3,"Sustainability Initiative","Vận hành",Sponsor,"Khách hàng A","8B VNĐ",planning,,,,,18,[],4.40,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.2}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.4}, {""role"": ""Cấp dưới"", ""score"": 3.6}]","[{""label"": ""Lãnh đạo"", ""score"": 2.7}, {""label"": ""Giao tiếp"", ""score"": 3.6}, {""label"": ""Làm việc nhóm"", ""score"": 4.2}]","[""Hỗ trợ nhóm"", ""Sáng tạo""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",56,2024,"2026-04-24 14:19:16.763731+00"
57bfb7f8-bd54-4664-933a-9ab568c22674,"AI Forecasting","Công nghệ",Lead,"Đối tác C","40B VNĐ",completed,,,,,19,[],4.90,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 4.2}, {""role"": ""Cấp dưới"", ""score"": 4.1}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.3}]","[{""label"": ""Lãnh đạo"", ""score"": 3.8}, {""label"": ""Giao tiếp"", ""score"": 3.4}, {""label"": ""Làm việc nhóm"", ""score"": 4.5}]","[""Giải quyết vấn đề"", ""Hỗ trợ nhóm""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",75,2022,"2026-04-24 14:19:16.763731+00"
975ebd77-cfb9-44d4-a895-e36fd185eed8,"Sustainability Initiative","Vận hành",Lead,"Nội bộ","1B VNĐ",completed,,,,,25,[],3.00,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.4}, {""role"": ""Cấp dưới"", ""score"": 3.8}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.7}]","[{""label"": ""Lãnh đạo"", ""score"": 2.5}, {""label"": ""Giao tiếp"", ""score"": 4.3}, {""label"": ""Làm việc nhóm"", ""score"": 3.7}]","[""Sáng tạo"", ""Đáng tin cậy""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",87,2020,"2026-04-24 14:19:16.763731+00"
e12fb0e8-db06-41e6-924e-65d0e6917b76,"ERP Migration","Vận hành",Contributor,"Khách hàng A","43B VNĐ",planning,,,,,98,[],4.90,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.8}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.4}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.3}]","[{""label"": ""Lãnh đạo"", ""score"": 3.6}, {""label"": ""Giao tiếp"", ""score"": 3.9}, {""label"": ""Làm việc nhóm"", ""score"": 3.5}]","[""Sáng tạo"", ""Hỗ trợ nhóm""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",46,2023,"2026-04-24 14:19:16.763731+00"
025b9950-be74-46b3-b0cc-62abe14d4e29,"Sustainability Initiative","Vận hành",Member,"Đối tác C","27B VNĐ",planning,,,,,10,[],4.30,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 4.8}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.9}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.8}]","[{""label"": ""Lãnh đạo"", ""score"": 4.4}, {""label"": ""Giao tiếp"", ""score"": 4.5}, {""label"": ""Làm việc nhóm"", ""score"": 3.4}]","[""Kỹ năng kỹ thuật"", ""Giải quyết vấn đề""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",75,2023,"2026-04-24 14:19:16.763731+00"
3f5b3143-7e05-4331-9573-566939ccddd1,"ISO Certification","Công nghệ",Lead,"Nội bộ","13B VNĐ",active,,,,,84,[],4.90,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.4}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.3}, {""role"": ""Cấp dưới"", ""score"": 4.3}]","[{""label"": ""Lãnh đạo"", ""score"": 4.6}, {""label"": ""Giao tiếp"", ""score"": 4.5}, {""label"": ""Làm việc nhóm"", ""score"": 3.4}]","[""Sáng tạo"", ""Kỹ năng kỹ thuật""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",96,2024,"2026-04-24 14:19:16.763731+00"
65cdad92-33f7-4633-a5f0-8c503eb0fdad,"WMS Upgrade","Kinh doanh",Lead,"Đối tác C","31B VNĐ",completed,,,,,49,[],4.10,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.8}, {""role"": ""Cấp dưới"", ""score"": 4.3}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.7}]","[{""label"": ""Lãnh đạo"", ""score"": 4.0}, {""label"": ""Giao tiếp"", ""score"": 3.0}, {""label"": ""Làm việc nhóm"", ""score"": 4.8}]","[""Hỗ trợ nhóm"", ""Giải quyết vấn đề""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",54,2020,"2026-04-24 14:19:16.763731+00"
d18b107e-2d74-4628-bb34-28ae3b801250,"WMS Upgrade","Hành chính",Contributor,"Đối tác C","8B VNĐ",completed,,,,,64,[],4.20,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 4.2}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.1}, {""role"": ""Cấp dưới"", ""score"": 3.5}]","[{""label"": ""Lãnh đạo"", ""score"": 4.2}, {""label"": ""Giao tiếp"", ""score"": 3.7}, {""label"": ""Làm việc nhóm"", ""score"": 4.0}]","[""Giải quyết vấn đề"", ""Sáng tạo""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",70,2022,"2026-04-24 14:19:16.763731+00"
8bf3edd4-5147-4b96-b4d7-cfd5eaedea4d,"Market Expansion HAN","Hành chính",Contributor,"Khách hàng A","40B VNĐ",completed,,,,,73,[],4.40,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.9}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.6}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.0}]","[{""label"": ""Lãnh đạo"", ""score"": 3.9}, {""label"": ""Giao tiếp"", ""score"": 4.9}, {""label"": ""Làm việc nhóm"", ""score"": 3.7}]","[""Sáng tạo"", ""Đáng tin cậy""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",75,2024,"2026-04-24 14:19:16.763731+00"
71bd6f41-bed0-4392-b896-cf981b67f234,"ERP Migration","Kinh doanh",Member,"Nội bộ","29B VNĐ",completed,,,,,80,[],4.50,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.8}, {""role"": ""Quản lý trực tiếp"", ""score"": 5.0}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.6}]","[{""label"": ""Lãnh đạo"", ""score"": 4.4}, {""label"": ""Giao tiếp"", ""score"": 4.1}, {""label"": ""Làm việc nhóm"", ""score"": 3.8}]","[""Giải quyết vấn đề"", ""Hỗ trợ nhóm""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",120,2023,"2026-04-24 14:19:16.763731+00"
c0c5db4f-4a1e-4e01-b83e-b758a41816d3,"AI Forecasting","Hành chính",Sponsor,"Khách hàng B","44B VNĐ",planning,,,,,73,[],3.60,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.2}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.0}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.6}]","[{""label"": ""Lãnh đạo"", ""score"": 4.5}, {""label"": ""Giao tiếp"", ""score"": 4.7}, {""label"": ""Làm việc nhóm"", ""score"": 3.2}]","[""Kỹ năng kỹ thuật"", ""Sáng tạo""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",78,2023,"2026-04-24 14:19:16.763731+00"
f82ea602-9ba1-4eb3-ad97-5c3f0179831e,"Market Expansion HAN","Công nghệ",Contributor,"Khách hàng B","50B VNĐ",planning,,,,,68,[],3.40,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.6}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.6}, {""role"": ""Cấp dưới"", ""score"": 3.3}]","[{""label"": ""Lãnh đạo"", ""score"": 4.1}, {""label"": ""Giao tiếp"", ""score"": 4.6}, {""label"": ""Làm việc nhóm"", ""score"": 4.8}]","[""Đáng tin cậy"", ""Sáng tạo""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",24,2020,"2026-04-24 14:19:16.763731+00"
10deb5a9-1906-4fd3-8e87-9308b51e8643,"Sustainability Initiative","Hành chính",Lead,"Đối tác C","26B VNĐ",completed,,,,,70,[],3.30,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.5}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.7}, {""role"": ""Cấp dưới"", ""score"": 3.7}]","[{""label"": ""Lãnh đạo"", ""score"": 2.8}, {""label"": ""Giao tiếp"", ""score"": 3.4}, {""label"": ""Làm việc nhóm"", ""score"": 4.1}]","[""Hỗ trợ nhóm"", ""Sáng tạo""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",25,2021,"2026-04-24 14:19:16.763731+00"
40542304-275f-4ffd-8d4f-3f7d8e5cdf10,"AI Forecasting","Vận hành",Contributor,"Khách hàng B","48B VNĐ",active,,,,,70,[],3.60,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.0}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.9}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.9}]","[{""label"": ""Lãnh đạo"", ""score"": 3.4}, {""label"": ""Giao tiếp"", ""score"": 3.0}, {""label"": ""Làm việc nhóm"", ""score"": 3.0}]","[""Giải quyết vấn đề"", ""Đáng tin cậy""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",69,2024,"2026-04-24 14:19:16.763731+00"
c6c76106-299e-4de2-87ec-12810c764fb5,"Sustainability Initiative","Kinh doanh",Member,"Nội bộ","23B VNĐ",completed,,,,,37,[],3.20,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 4.5}, {""role"": ""Cấp dưới"", ""score"": 3.4}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.9}]","[{""label"": ""Lãnh đạo"", ""score"": 3.9}, {""label"": ""Giao tiếp"", ""score"": 4.7}, {""label"": ""Làm việc nhóm"", ""score"": 5.0}]","[""Kỹ năng kỹ thuật"", ""Hỗ trợ nhóm""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",26,2023,"2026-04-24 14:19:16.763731+00"
619a12bb-2cdf-49e7-969d-b9f75a25f41a,"AI Forecasting","Công nghệ",Lead,"Đối tác C","11B VNĐ",completed,,,,,82,[],4.80,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 4.3}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.4}, {""role"": ""Cấp dưới"", ""score"": 3.7}]","[{""label"": ""Lãnh đạo"", ""score"": 4.2}, {""label"": ""Giao tiếp"", ""score"": 3.1}, {""label"": ""Làm việc nhóm"", ""score"": 3.5}]","[""Đáng tin cậy"", ""Hỗ trợ nhóm""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",36,2023,"2026-04-24 14:19:16.763731+00"
